Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.88     0.00      260     0.00     0.00  EnergyLevel::GetEnergy() const
  0.00      0.88     0.00      246     0.00     0.00  std::vector<int, std::allocator<int> >::_M_default_append(unsigned long)
  0.00      0.88     0.00      240     0.00     0.00  OrbitalImplementation::OrbitalImplementation(IDRef<BasisSet const> const&, double, Spin const&)
  0.00      0.88     0.00      240     0.00     0.00  TOrbitalImplementation<double>::TOrbitalImplementation(IDRef<BasisSet const> const&, Vector<double> const&, double, Spin const&)
  0.00      0.88     0.00      240     0.00     0.00  ElectronContainerImplementation::ElectronContainerImplementation(Spin const&, QuantumNumber const&)
  0.00      0.88     0.00      240     0.00     0.00  UnitSymmetryQN::GetDegeneracy() const
  0.00      0.88     0.00      240     0.00     0.00  TOrbitalImplementation<double>::AddDensityMatrix(SMatrix<double>&) const
  0.00      0.88     0.00      240     0.00     0.00  ElectronContainerImplementation::IsOccupied() const
  0.00      0.88     0.00      240     0.00     0.00  virtual thunk to BasisSetImplementation::GetQuantumNumber() const
  0.00      0.88     0.00      210     0.00     0.00  virtual thunk to TOrbitalImplementation<double>::~TOrbitalImplementation()
  0.00      0.88     0.00      198     0.00     0.00  EnergyLevel::EnergyLevel(double)
  0.00      0.88     0.00      198     0.00     0.00  EnergyLevel::~EnergyLevel()
  0.00      0.88     0.00      156     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
  0.00      0.88     0.00       86     0.00     0.00  RadialFunctionImplementation::~RadialFunctionImplementation()
  0.00      0.88     0.00       79     0.00     0.00  ElectronContainerImplementation::GetOccupation() const
  0.00      0.88     0.00       78     0.00     0.00  Matrix<double>::Matrix(MatLimits const&)
  0.00      0.88     0.00       75     0.00     0.00  virtual thunk to BasisSetImplementation::GetNumFunctions() const
  0.00      0.88     0.00       71     0.00     0.00  testing::Test::Setup()
  0.00      0.88     0.00       70     0.00     0.00  GaussianRF::~GaussianRF()
  0.00      0.88     0.00       64     0.00     0.00  SMatrix<double>::SMatrix(VecLimits const&, VecLimits const&)
  0.00      0.88     0.00       63     0.00     0.00  ElectronContainerImplementation::SetOccupation(double)
  0.00      0.88     0.00       60     0.00     0.00  virtual thunk to PolarizedGaussianBF::GetNormalization() const
  0.00      0.88     0.00       55     0.00     0.00  std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::~vector()
  0.00      0.88     0.00       54     0.00     0.00  EnergyLevel::SetOccupation(double)
  0.00      0.88     0.00       54     0.00     0.00  FermiThermalizer::GetOccupation(double)
  0.00      0.88     0.00       54     0.00    14.79  HamiltonianTermImplementation::BuildHamiltonian(BasisSet const*, Spin const&) const
  0.00      0.88     0.00       54     0.00     0.00  void std::vector<EnergyLevel*, std::allocator<EnergyLevel*> >::_M_realloc_insert<EnergyLevel*>(__gnu_cxx::__normal_iterator<EnergyLevel**, std::vector<EnergyLevel*, std::allocator<EnergyLevel*> > >, EnergyLevel*&&)
  0.00      0.88     0.00       54     0.00     0.00  void std::vector<double, std::allocator<double> >::_M_realloc_insert<double>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double&&)
  0.00      0.88     0.00       53     0.00     0.00  std::unique_ptr<std::__cxx11::basic_stringstream<char, std::char_traits<char>, std::allocator<char> >, std::default_delete<std::__cxx11::basic_stringstream<char, std::char_traits<char>, std::allocator<char> > > >::~unique_ptr()
  0.00      0.88     0.00       50     0.00     0.00  RadialFunctionImplementation::RadialFunctionImplementation(RadialFunctionImplementation const&)
  0.00      0.88     0.00       50     0.00     0.00  UniqueID::UniqueID(UniqueID const&)
  0.00      0.88     0.00       49     0.00     0.00  gtest_MoleculesHFPolarizedHartreeFockMoleculeTester_EvalGenerateName_(testing::TestParamInfo<int> const&)
  0.00      0.88     0.00       48     0.00     0.00  void std::vector<RadialFunction*, std::allocator<RadialFunction*> >::_M_realloc_insert<RadialFunction*>(__gnu_cxx::__normal_iterator<RadialFunction**, std::vector<RadialFunction*, std::allocator<RadialFunction*> > >, RadialFunction*&&)
  0.00      0.88     0.00       48     0.00     0.00  void std::vector<Orbital*, std::allocator<Orbital*> >::_M_realloc_insert<Orbital*>(__gnu_cxx::__normal_iterator<Orbital**, std::vector<Orbital*, std::allocator<Orbital*> > >, Orbital*&&)
  0.00      0.88     0.00       45     0.00     0.00  HamiltonianTermImplementation::UseChargeDensity(ChargeDensity const*)
  0.00      0.88     0.00       44     0.00     0.00  GaussianRF::GetNormalization(Polarization const&) const
  0.00      0.88     0.00       42     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  0.00      0.88     0.00       42     0.00     0.00  void std::vector<Polarization, std::allocator<Polarization> >::_M_realloc_insert<Polarization const&>(__gnu_cxx::__normal_iterator<Polarization*, std::vector<Polarization, std::allocator<Polarization> > >, Polarization const&)
  0.00      0.88     0.00       42     0.00     0.00  std::pair<std::_Rb_tree_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, bool> std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::_Identity<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_insert_unique<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.88     0.00       41     0.00     0.00  void std::vector<int, std::allocator<int> >::_M_realloc_insert<int>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int&&)
  0.00      0.88     0.00       40     0.00     0.00  GaussianRF::Clone() const
  0.00      0.88     0.00       40     0.00     0.00  ContractedGaussianRF::operator==(RadialFunction const&) const
  0.00      0.88     0.00       36     0.00     0.00  RadialFunctionImplementation::RadialFunctionImplementation(Vector3D<double> const&, int)
  0.00      0.88     0.00       36     0.00     0.00  void std::vector<IntegralEngine1<double> const*, std::allocator<IntegralEngine1<double> const*> >::_M_realloc_insert<IntegralEngine1<double> const*>(__gnu_cxx::__normal_iterator<IntegralEngine1<double> const**, std::vector<IntegralEngine1<double> const*, std::allocator<IntegralEngine1<double> const*> > >, IntegralEngine1<double> const*&&)
  0.00      0.88     0.00       36     0.00     0.00  virtual thunk to BasisSetImplementation::GetStartIndex() const
  0.00      0.88     0.00       35     0.00     0.00  Matrix<double>::Matrix(Matrix<double> const&)
  0.00      0.88     0.00       33     0.00     0.00  void std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_realloc_insert<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(__gnu_cxx::__normal_iterator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&)
  0.00      0.88     0.00       32     0.00     0.00  double Sum<double, Xpr<double, XprBinary<double, double, double, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, (Shape)2>, (Store)1, (Data)0, (Shape)2>, (Data)1>(Indexable<double, Xpr<double, XprBinary<double, double, double, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, Ref<double, Indexable<double, SMatrix<double>, (Store)1, (Data)0, (Shape)2>, (Shape)2>, (Shape)2>, (Store)1, (Data)0, (Shape)2>, (Store)1, (Data)1, (Shape)2> const&)
  0.00      0.88     0.00       32     0.00     0.00  CompositeCD::GetEnergy(HamiltonianTerm const*) const
  0.00      0.88     0.00       32     0.00     0.00  ExactIrrepCD<double>::GetEnergy(HamiltonianTerm const*) const
  0.00      0.88     0.00       32     0.00     6.47  HamiltonianTermImplementation::CalculateEnergy() const
  0.00      0.88     0.00       32     0.00     0.00  HamiltonianTermImplementation::GetCachedMatrix(BasisSet const*, Spin const&) const
  0.00      0.88     0.00       32     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::BaseGenerator() const
  0.00      0.88     0.00       32     0.00     0.00  testing::internal::ValuesInIteratorRangeGenerator<int>::Iterator::Equals(testing::internal::ParamIteratorInterface<int> const&) const
  0.00      0.88     0.00       30     0.00     0.00  GaussianRF::GaussianRF(double, Vector3D<double> const&, int)
  0.00      0.88     0.00       30     0.00     0.00  PolarizedGaussianBF::PolarizedGaussianBF(RadialFunction const*, Polarization const&)
  0.00      0.88     0.00       30     0.00     0.00  BasisSetImplementation::Insert(BasisFunction*)
  0.00      0.88     0.00       30     0.00     0.00  RadialFunctionImplementation::operator==(RadialFunction const&) const
  0.00      0.88     0.00       30     0.00     0.00  virtual thunk to PolarizedGaussianBF::~PolarizedGaussianBF()
  0.00      0.88     0.00       26     0.00     0.00  ToNumber(char)
  0.00      0.88     0.00       26     0.00     0.00  GaussianRF::operator==(RadialFunction const&) const
  0.00      0.88     0.00       24     0.00     0.00  Molecule::end()
  0.00      0.88     0.00       24     0.00     0.00  Molecule::begin()
  0.00      0.88     0.00       22     0.00     0.00  BasisFunctionBlock::BasisFunctionBlock(RadialFunction*, long)
  0.00      0.88     0.00       22     0.00     0.00  BasisFunctionBlock::~BasisFunctionBlock()
